ID,SID,Citys,Titles,Address,REF,TEL,FAX,WWW,Region,RID,RIDS,ACC,MID,XID,LATQ,LNGQ,Elevation,Zoom,B_E,B_SYNC
1,"0","0","0","广东省深圳市龙岗区龙城街道老围新村爱科思博尔幼儿园","0","0","0","0","0",0,0,1,4,3,22.73004117,114.2408795,0,0,0,0
2,"0","0","0","广东省深圳市龙岗区龙岗街道龙升路44号","0","0","0","0","0",0,0,1,4,3,22.72704287,114.2996199,0,0,0,0
3,"0","0","0","广东省深圳市龙岗区龙城街道翡翠明珠花园","0","0","0","0","0",0,0,1,4,3,22.70131065,114.2336007,0,0,0,0
4,"0","0","0","广东省深圳市龙岗区龙岗街道同富路107号","0","0","0","0","0",0,0,1,4,3,22.73235925,114.2866672,0,0,0,0
5,"0","0","0","广东省深圳市龙岗区龙岗街道下龙塘路2号同乐家具博览中心","0","0","0","0","0",0,0,1,4,3,22.71839144,114.2575495,0,0,0,0
6,"0","0","0","广东省深圳市坪山区宝水路","0","0","0","0","0",0,0,1,4,3,22.75392493,114.3819253,0,0,0,0
7,"0","0","0","广东省深圳市龙岗区龙岗街道翠竹路龙岗长途汽车客运站","0","0","0","0","0",0,0,1,4,3,22.72404221,114.2721836,0,0,0,0
8,"0","0","0","广东省深圳市龙岗区龙岗街道公园路","0","0","0","0","0",0,0,1,4,3,22.71937803,114.2732478,0,0,0,0
9,"0","0","0","广东省深圳市龙岗区龙城街道尚模·八意府(回龙埔社区健康服务中心西)万科翰邻城西区","0","0","0","0","0",0,0,1,4,3,22.73028254,114.2304955,0,0,0,0
10,"0","0","0","广东省深圳市龙岗区龙岗街道碧新路140号","0","0","0","0","0",0,0,1,4,3,22.7187968,114.267027,0,0,0,0
11,"0","0","0","广东省深圳市坪山区坪马线公路","0","0","0","0","0",0,0,1,4,3,22.65746229,114.3476957,0,0,0,0
12,"0","0","0","广东省深圳市龙岗区龙城街道新西西路41号深圳市龙岗区天誉实验学校","0","0","0","0","0",0,0,1,4,3,22.71611614,114.2474716,0,0,0,0
